y,d,dx_star,dz_star,Kxx,Kxz,Kzx,Kzz
23525,58.6875,0.9429393468579146,0.09195455630509194,2086.1837187523797,449.61897513004953,449.61897513004953,20123.28843503794
23550,58.625,0.9431604792788671,0.09167617258756976,2085.7847488855878,452.1045218438916,452.1045218438916,20170.971235868954
23575,58.5625,0.9433823571172713,0.0913978088144959,2085.38525036142,454.6071765000261,454.6071765000261,20218.843482167504
23600,58.5,0.9436049421490557,0.09111946544439435,2084.985318316296,457.12705667311326,457.12705667311326,20266.90616835181
23625,58.4375,0.9438281949991904,0.09084114297432262,2084.585050321362,459.6642801149129,459.6642801149129,20315.160294325346
23650,58.375,0.9440520751116717,0.09056284194142812,2084.1845464405155,462.21896472497144,462.21896472497144,20363.606865480248
23675,58.3125,0.944276540718361,0.09028456292420423,2083.7839092900986,464.7912285197484,464.7912285197484,20412.246892699368
23700,58.25,0.944501548807258,0.09000630654408048,2083.3832441001946,467.3811896004481,467.3811896004481,20461.081392356908
23725,58.1875,0.9447270550896064,0.08972807346683546,2082.982658777709,469.9889661192205,469.9889661192205,20510.111386317374
23750,58.125,0.9449530139663225,0.0894498644042524,2082.5822639712296,472.6146762439036,472.6146762439036,20559.337901933035
23775,58.0625,0.9451793784932182,0.08917168011567472,2082.1821731377,475.2584381210259,475.2584381210259,20608.761972039607
23800,58.0,0.9454061003453926,0.08889352140974675,2081.7825026110627,477.9203698371723,477.9203698371723,20658.384634950125
23825,57.9375,0.9456331297805195,0.08861538914602929,2081.383371672834,480.6005893785725,480.6005893785725,20708.206934446986
23850,57.875,0.9458604156011087,0.08833728423693642,2080.9849026248444,483.29921458883814,483.29921458883814,20758.22991977204
23875,57.8125,0.9460879051156397,0.08805920764944986,2080.5872208639325,486.0163631247818,486.0163631247818,20808.45464561438
23900,57.75,0.9463155440986255,0.08778116040706191,2080.1904549590286,488.75215241029395,488.75215241029395,20858.88217209625
23925,57.6875,0.9465432767493996,0.08750314359176935,2079.7947367304355,491.5066995880618,491.5066995880618,20909.51356475643
23950,57.625,0.9467710456497773,0.08722515834606802,2079.400201331525,494.28012146920946,494.28012146920946,20960.349894531246
23975,57.5625,0.9469987917204081,0.08694720587508221,2079.0069873328657,497.07253448064114,497.07253448064114,21011.392237733147
24000,57.5,0.947226454175857,0.08666928744870939,2078.6152368089756,499.88405461007216,499.88405461007216,21062.641676026455
24025,57.4375,0.9474539704783536,0.08639140440391882,2078.2250954276687,502.71479734863016,502.71479734863016,21114.099296400374
24050,57.375,0.9476812762900776,0.0861135581469972,2077.836712542219,505.564877630888,505.564877630888,21165.76619113914
24075,57.3125,0.9479083054240933,0.08583575015597263,2077.4502412863585,508.4344097722969,508.4344097722969,21217.64345778889
24100,57.25,0.9481349897937147,0.08555798198312504,2077.065838672296,511.32350740384635,511.32350740384635,21269.73219912143
24125,57.1875,0.9483612593603642,0.08528025525751701,2076.6836656918103,514.2322834038613,514.2322834038613,21322.03352309447
24150,57.125,0.9485870420798335,0.08500257168766001,2076.303887420572,517.1608498268421,517.1608498268421,21374.548542808363
24175,57.0625,0.9488122638468072,0.0847249330642159,2075.9266731258585,520.1093178291372,520.1093178291372,21427.27837645894
24200,57.0,0.9490368484377801,0.08444734126288427,2075.552196377721,523.0777975914525,523.0777975914525,21480.224147286473
24225,56.9375,0.9492607174520439,0.08416979824730829,2075.1806351638124,526.0663982379027,526.0663982379027,21533.386983520362
24250,56.875,0.9494837902509526,0.08389230607210298,2074.812172008005,529.0752277516243,529.0752277516243,21586.76801831948
24275,56.8125,0.9497059838951262,0.08361486688599533,2074.446994092968,532.1043928866214,532.1043928866214,21640.368389707855
24300,56.75,0.9499272130797926,0.08333748293507857,2074.085293386829,535.1539990758956,535.1539990758956,21694.18924050547
24325,56.6875,0.9501473900678864,0.08306015656615325,2073.7272667741713,538.2241503354679,538.2241503354679,21748.23171825403
24350,56.625,0.9503664246211345,0.08278289023023404,2073.3731161914766,541.3149491643179,541.3149491643179,21802.496975137135
24375,56.5625,0.9505842239287966,0.08250568648610256,2073.0230487672497,544.4264964399347,544.4264964399347,21856.986167894986
24400,56.5,0.9508006925341035,0.08222854800408709,2072.677276967048,547.5588913093424,547.5588913093424,21911.700457732946
24425,56.4375,0.9510157322582532,0.0819514775698845,2072.3360187435583,550.7122310753683,550.7122310753683,21966.641010223902
24450,56.375,0.9512292421218864,0.08167447808854676,2071.999497692044,553.8866110780029,553.8866110780029,22021.808995203955
24475,56.3125,0.9514411182639261,0.08139755258865884,2071.66794321133,557.082124570557,557.082124570557,22077.20558666108
24500,56.25,0.9516512538576282,0.08112070422658162,2071.3415906706477,560.298862590415,560.298862590415,22132.831962616467
24525,56.1875,0.9518595390238614,0.08084393629094566,2071.0206815825104,563.5369138241979,563.5369138241979,22188.689304998075
24550,56.125,0.9520658607412996,0.0805672522071815,2070.705463782018,566.7963644669587,566.7963644669587,22244.778799505988
24575,56.0625,0.9522701027536021,0.08029065554235772,2070.396191612823,570.0772980752699,570.0772980752699,22301.10163546914
24600,56.0,0.9524721454732633,0.08001415001008363,2070.0931261200935,573.3797954138266,573.3797954138266,22357.659005692865
24625,55.9375,0.9526718658821705,0.0797377394756563,2069.796535250805,576.7039342953358,576.7039342953358,22414.452106296936
24650,55.875,0.9528691374284991,0.07946142796137126,2069.5066940617235,580.0497894132897,580.0497894132897,22471.48213654332
24675,55.8125,0.9530638299200658,0.0791852196520472,2069.2238849354953,583.4174321674253,583.4174321674253,22528.750298653245
24700,55.75,0.9532558094136836,0.07890911890074467,2068.9483978051485,586.80693048137,586.80693048137,22586.257797613023
24725,55.6875,0.9534449381005538,0.07863313023469903,2068.680530387576,590.2183486122228,590.2183486122228,22644.005840967664
24750,55.625,0.9536310741874301,0.07835725836148728,2068.4205884262883,593.651746951641,593.651746951641,22701.99563860208
24775,55.5625,0.9538140717732924,0.07808150817545689,2068.168885944098,597.1071818179661,597.1071818179661,22760.22840250868
24800,55.5,0.9539937807214942,0.07780588476435457,2067.92574550607,600.584705239099,600.584705239099,22818.705346540897
24825,55.4375,0.9541700465269354,0.07753039341621681,2067.6914984934465,604.0843647254738,604.0843647254738,22877.42768615167
24850,55.375,0.9543427101782116,0.07725503962658933,2067.4664853890004,607.6062030328205,607.6062030328205,22936.39663811598
24875,55.3125,0.9545116080143997,0.07697982910595029,2067.2510560745377,611.1502579140831,611.1502579140831,22995.61342023664
24900,55.25,0.9546765715762036,0.07670476778750948,2067.0455701410992,614.716561860003,614.716561860003,23055.079251032123
24925,55.1875,0.9548374274512642,0.07642986183523387,2066.850397212711,618.305141827804,618.305141827804,23114.79534940547
24950,55.125,0.95499399711314,0.07615511765230458,2066.6659172843097,621.9160189572451,621.9160189572451,23174.762934293172
24975,55.0625,0.9551460967539234,0.075880541889786,2066.49252107471,625.5492082736143,625.5492082736143,23234.983224292613
25000,55.0,0.9552935371098379,0.0756061414557974,2066.330610395485,629.2047183767156,629.2047183767156,23295.457437266952
25025,54.9375,0.9554361232796585,0.07533192352492424,2066.1805985366536,632.8825511152712,632.8825511152712,23356.1867899258
25050,54.875,0.955573654535525,0.07505789554816487,2066.04291067017,636.5827012459556,636.5827012459556,23417.17249738037
25075,54.8125,0.9557059241256182,0.07478406526317787,2065.917984272317,640.305156076096,640.305156076096,23478.415772671364
25100,54.75,0.9558327190683849,0.07451044070502062,2065.8062695660915,644.0498950892971,644.0498950892971,23539.91782626778
25125,54.6875,0.9559538199377439,0.0742370302174069,2065.7082299848507,647.8168895529345,647.8168895529345,23601.679865534923
25150,54.625,0.9560690006387881,0.07396384246433074,2065.6243426584806,651.6061021065382,651.6061021065382,23663.703094169283
25175,54.5625,0.9561780281734109,0.07369088644231815,2065.5550989236126,655.4174863299797,655.4174863299797,23725.988711598464
25200,54.5,0.9562806623952319,0.07341817149318351,2065.5010048592835,659.2509862902536,659.2509862902536,23788.537912343407
25225,54.4375,0.9563766557532392,0.07314570731737483,2065.462581849784,663.1065360656618,663.1065360656618,23851.351885340617
25250,54.375,0.9564657530234129,0.07287350398789727,2065.440367176461,666.9840592460325,666.9840592460325,23914.431813221512
25275,54.3125,0.956547691027526,0.0726015719649468,2065.4349146403815,670.8834684074786,670.8834684074786,23977.778871545903
25300,54.25,0.9566221983383986,0.07232992211121039,2065.4467952179493,674.8046645602337,674.8046645602337,24041.394227986406
25325,54.1875,0.9566889949707953,0.07205856570778012,2065.4765977516595,678.7475365679167,678.7475365679167,24105.27904146014
25350,54.125,0.9567477920566336,0.07178751447111942,2065.524929678698,682.7119605361847,682.7119605361847,24169.434461204142
25375,54.0625,0.956798291503997,0.07151678057058199,2065.5924177996844,686.6977991691637,686.6977991691637,24233.861625790036
25400,54.0,0.9568401856385034,0.07124637664690155,2065.6797090906575,690.704901091387,690.704901091387,24298.561662073767
25425,53.9375,0.9568731568258573,0.07097631583169732,2065.7874715614794,694.7331001329305,694.7331001329305,24363.535684075192
25450,53.875,0.9568968770742998,0.07070661176787528,2065.916395163978,698.7822145753903,698.7822145753903,24428.78479178235
25475,53.8125,0.956911007615477,0.07043727863112313,2066.067192753607,702.8520463559264,702.8520463559264,24494.31006987453
25500,53.75,0.95691519846221,0.07016833115260493,2066.2406011087423,706.9423802266065,706.9423802266065,24560.112586357736
25525,53.6875,0.956909087941304,0.06989978464283032,2066.437382012081,711.0529828657163,711.0529828657163,24626.19339110543
25550,53.625,0.9568923021996685,0.06963165501686135,2066.658323398992,715.1836019377811,715.1836019377811,24692.553514297066
25575,53.5625,0.9568644546815672,0.06936395882087841,2066.904240578295,719.3339650983927,719.3339650983927,24759.19396474587
25600,53.5,0.956825145574584,0.06909671326038364,2067.175977531302,723.5037789397314,723.5037789397314,24826.115728106564
25625,53.4375,0.9567739612221978,0.06882993622993575,2067.474408295714,727.6927278724867,727.6927278724867,24893.319764952794
25650,53.375,0.9567104734996472,0.06856364634467975,2067.8004384414626,731.9004729389064,731.9004729389064,24960.807008713185
25675,53.3125,0.9566342391505053,0.06829786297385207,2068.155006646591,736.1266505518453,736.1266505518453,25028.57836345326
25700,53.25,0.9565447990802032,0.06803260627626367,2068.539086381766,740.370871153627,740.370871153627,25096.63470148974
25725,53.1875,0.9564416776029409,0.06776789723809255,2068.953687713382,744.632717788165,744.632717788165,25164.976860821527
25750,53.125,0.9563243816377479,0.06750375771309451,2069.3998592359203,748.9117445791168,748.9117445791168,25233.605642360813
25775,53.0625,0.9561923998490084,0.06724021046553143,2069.8786901457306,753.207475105838,753.207475105838,25302.521806944907
25800,53.0,0.9560452017261606,0.06697727921588466,2070.39131246962,757.5194006681699,757.5194006681699,25371.726072108097
25825,52.9375,0.9558822365967952,0.06671498869006189,2070.9389034635074,761.8469784300034,761.8469784300034,25441.2191085895
25850,52.875,0.9557029325674014,0.06645336467108898,2071.522688197092,766.1896294311355,766.1896294311355,25511.00153655045
25875,52.8125,0.9555066953820561,0.06619243405634058,2072.143942345522,770.5467364529189,770.5467364529189,25581.073921472125
25900,52.75,0.955292907193858,0.06593222491742769,2072.803995206846,774.9176417262274,774.9176417262274,25651.43676969911
25925,52.6875,0.955060925237602,0.0656727665653755,2073.5042329710977,779.301644464171,779.301644464171,25722.090523591683
